alias_id,career_id,alias,alias_type,source_id,verification_status
alias_0389,cr_0071,Education & Outreach Coordinator,searchable_title,,curated_search_term
alias_0390,cr_0071,Program Coordinator,searchable_title,,curated_search_term
alias_0391,cr_0071,Conservation Outreach Coordinator,alternate_term,,curated_search_term
alias_0392,cr_0071,Community Engagement Coordinator,alternate_term,,curated_search_term
alias_0393,cr_0072,Science Writer,searchable_title,,curated_search_term
alias_0394,cr_0072,Technical Writer,searchable_title,,curated_search_term
alias_0395,cr_0072,Scientific Communications Specialist,searchable_title,,curated_search_term
alias_0396,cr_0072,Medical Writer,searchable_title,,curated_search_term
alias_0397,cr_0072,Scientific Writer,alternate_term,,curated_search_term
alias_0398,cr_0072,Science Communicator,alternate_term,,curated_search_term
alias_0399,cr_0072,Biology Writer,alternate_term,,curated_search_term
alias_0400,cr_0073,Collections Manager,searchable_title,,curated_search_term
alias_0401,cr_0073,Museum Technician,searchable_title,,curated_search_term
alias_0402,cr_0073,Collections Assistant,searchable_title,,curated_search_term
alias_0403,cr_0073,Museum Educator,searchable_title,,curated_search_term
alias_0404,cr_0073,Vertebrate Zoology Curator,searchable_title,,curated_search_term
alias_0405,cr_0073,Natural History Collections Specialist,alternate_term,,curated_search_term
alias_0406,cr_0073,Collections Technician,alternate_term,,curated_search_term
alias_0407,cr_0074,Population Biologist,searchable_title,,curated_search_term
alias_0408,cr_0074,Population Management Scientist,searchable_title,,curated_search_term
alias_0409,cr_0074,Wildlife Planning Manager,searchable_title,,curated_search_term
alias_0410,cr_0074,Population Management Researcher,searchable_title,,curated_search_term
alias_0411,cr_0074,Population management,alternate_term,,curated_search_term
alias_0412,cr_0074,demographic analysis,alternate_term,,curated_search_term
alias_0413,cr_0074,managed population planning,alternate_term,,curated_search_term
alias_0414,cr_0075,SSP Coordinator,searchable_title,,curated_search_term
alias_0415,cr_0075,SSP Program Leader,searchable_title,,curated_search_term
alias_0416,cr_0075,Studbook Keeper,searchable_title,,curated_search_term
alias_0417,cr_0075,Animal Program Leader,searchable_title,,curated_search_term
alias_0418,cr_0075,Species Survival Plan leadership,alternate_term,,curated_search_term
alias_0419,cr_0075,regional studbook,alternate_term,,curated_search_term
alias_0420,cr_0076,Registrar,searchable_title,,curated_search_term
alias_0421,cr_0076,Animal Registrar,searchable_title,,curated_search_term
alias_0422,cr_0076,Wildlife Records Specialist,searchable_title,,curated_search_term
alias_0423,cr_0076,Animal Records Coordinator,searchable_title,,curated_search_term
alias_0424,cr_0076,ZIMS registrar,alternate_term,,curated_search_term
alias_0425,cr_0076,animal records,alternate_term,,curated_search_term
alias_0426,cr_0076,permits and transactions,alternate_term,,curated_search_term
alias_0427,cr_0077,Animal Nutrition Coordinator,searchable_title,,curated_search_term
alias_0428,cr_0077,Zoo Nutritionist,searchable_title,,curated_search_term
alias_0429,cr_0077,Animal Nutrition Manager,searchable_title,,curated_search_term
alias_0430,cr_0077,Commissary Coordinator,searchable_title,,curated_search_term
alias_0431,cr_0077,Zoological nutrition,alternate_term,,curated_search_term
alias_0432,cr_0077,zoo commissary,alternate_term,,curated_search_term
alias_0433,cr_0077,animal diet management,alternate_term,,curated_search_term
alias_0434,cr_0078,Animal Trainer,searchable_title,,curated_search_term
alias_0435,cr_0078,Senior Trainer,searchable_title,,curated_search_term
alias_0436,cr_0078,Assistant Trainer,searchable_title,,curated_search_term
alias_0437,cr_0078,Marine Mammal Trainer,searchable_title,,curated_search_term
alias_0438,cr_0078,Behavior Trainer,searchable_title,,curated_search_term
alias_0439,cr_0078,Oceanarium trainer,alternate_term,,curated_search_term
alias_0440,cr_0078,pinniped trainer,alternate_term,,curated_search_term
alias_0441,cr_0078,animal behavior trainer,alternate_term,,curated_search_term
alias_0442,cr_0079,Animal Ambassador Lead,searchable_title,,curated_search_term
alias_0443,cr_0079,Ambassador Animal Keeper,searchable_title,,curated_search_term
alias_0444,cr_0079,Zoological Care Specialist - Ambassador Animals,searchable_title,,curated_search_term
alias_0445,cr_0079,Animal Programs Keeper,searchable_title,,curated_search_term
alias_0446,cr_0079,Animal ambassador team,alternate_term,,curated_search_term
alias_0447,cr_0079,education keeper,alternate_term,,curated_search_term
alias_0448,cr_0079,presentation animals,alternate_term,,curated_search_term
alias_0449,cr_0080,Canine Behavior Consultant,searchable_title,,curated_search_term
alias_0450,cr_0080,Dog Behavior Consultant,searchable_title,,curated_search_term
alias_0451,cr_0080,Behavior Specialist,searchable_title,,curated_search_term
alias_0452,cr_0080,Behavior Modification Consultant,searchable_title,,curated_search_term
alias_0453,cr_0080,CBCC-KA,alternate_term,,curated_search_term
alias_0454,cr_0080,behavior consultant,alternate_term,,curated_search_term
alias_0455,cr_0080,canine behavior specialist,alternate_term,,curated_search_term
alias_0456,cr_0081,Wildlife Diversity Biologist,searchable_title,,curated_search_term
alias_0457,cr_0081,Nongame Biologist,searchable_title,,curated_search_term
alias_0458,cr_0081,Natural Heritage Zoologist,searchable_title,,curated_search_term
alias_0459,cr_0081,Wildlife Diversity Specialist,searchable_title,,curated_search_term
alias_0460,cr_0081,Nongame wildlife,alternate_term,,curated_search_term
alias_0461,cr_0081,biodiversity biologist,alternate_term,,curated_search_term
alias_0462,cr_0081,natural heritage zoology,alternate_term,,curated_search_term
alias_0463,cr_0082,Species Recovery Biologist,searchable_title,,curated_search_term
alias_0464,cr_0082,Recovery Biologist,searchable_title,,curated_search_term
alias_0465,cr_0082,Endangered Species Biologist,searchable_title,,curated_search_term
alias_0466,cr_0082,Recovery Program Biologist,searchable_title,,curated_search_term
alias_0467,cr_0082,Species recovery,alternate_term,,curated_search_term
alias_0468,cr_0082,threatened and endangered species,alternate_term,,curated_search_term
alias_0469,cr_0082,recovery planning,alternate_term,,curated_search_term
alias_0470,cr_0083,Wildlife Refuge Manager,searchable_title,,curated_search_term
alias_0471,cr_0083,Wildlife Refuge Specialist,searchable_title,,curated_search_term
alias_0472,cr_0083,Deputy Refuge Manager,searchable_title,,curated_search_term
alias_0473,cr_0083,Supervisory Wildlife Refuge Specialist,searchable_title,,curated_search_term
alias_0474,cr_0083,Federal refuge management,alternate_term,,curated_search_term
alias_0475,cr_0083,refuge specialist,alternate_term,,curated_search_term
alias_0476,cr_0084,Conservation Delivery Specialist,searchable_title,,curated_search_term
alias_0477,cr_0084,Habitat Delivery Coordinator,searchable_title,,curated_search_term
alias_0478,cr_0084,Habitat Program Manager,searchable_title,,curated_search_term
alias_0479,cr_0084,Conservation Delivery Coordinator,searchable_title,,curated_search_term
alias_0480,cr_0084,Habitat delivery,alternate_term,,curated_search_term
alias_0481,cr_0084,conservation implementation,alternate_term,,curated_search_term
alias_0482,cr_0084,joint venture coordinator,alternate_term,,curated_search_term
alias_0483,cr_0085,Regional Wildlife Program Manager,searchable_title,,curated_search_term
alias_0484,cr_0085,Wildlife Program Manager,searchable_title,,curated_search_term
alias_0485,cr_0085,Applied Research Section Manager,searchable_title,,curated_search_term
alias_0486,cr_0085,Supervisory Wildlife Biologist,searchable_title,,curated_search_term
alias_0487,cr_0085,Wildlife program leadership,alternate_term,,curated_search_term
alias_0488,cr_0085,regional wildlife manager,alternate_term,,curated_search_term
alias_0489,cr_0086,Research Geneticist,searchable_title,,curated_search_term
alias_0490,cr_0086,Conservation Geneticist,searchable_title,,curated_search_term
alias_0491,cr_0086,Wildlife Geneticist,searchable_title,,curated_search_term
alias_0492,cr_0086,Population Genomics Scientist,searchable_title,,curated_search_term
alias_0493,cr_0086,Conservation genomics,alternate_term,,curated_search_term
alias_0494,cr_0086,population genetics,alternate_term,,curated_search_term
alias_0495,cr_0086,molecular ecology,alternate_term,,curated_search_term
alias_0496,cr_0087,Research Ecologist,searchable_title,,curated_search_term
alias_0497,cr_0087,Ecologist,searchable_title,,curated_search_term
alias_0498,cr_0087,Supervisory Research Ecologist,searchable_title,,curated_search_term
alias_0499,cr_0087,Applied ecologist,alternate_term,,curated_search_term
alias_0500,cr_0087,ecological scientist,alternate_term,,curated_search_term
alias_0501,cr_0088,Biologist (Data Scientist),searchable_title,,curated_search_term
alias_0502,cr_0088,Ecological Data Scientist,searchable_title,,curated_search_term
alias_0503,cr_0088,Wildlife Data Scientist,searchable_title,,curated_search_term
alias_0504,cr_0088,Biodiversity Data Analyst,searchable_title,,curated_search_term
alias_0505,cr_0088,Ecological informatics,alternate_term,,curated_search_term
alias_0506,cr_0088,conservation data science,alternate_term,,curated_search_term
alias_0507,cr_0089,Research Statistician,searchable_title,,curated_search_term
alias_0508,cr_0089,Research Statistician (Biology),searchable_title,,curated_search_term
alias_0509,cr_0089,Biometrician,searchable_title,,curated_search_term
alias_0510,cr_0089,Quantitative Ecologist,searchable_title,,curated_search_term
alias_0511,cr_0089,Biological statistician,alternate_term,,curated_search_term
alias_0512,cr_0089,ecological statistician,alternate_term,,curated_search_term
alias_0513,cr_0090,Environmental DNA Lab Technician,searchable_title,,curated_search_term
alias_0514,cr_0090,eDNA Technician,searchable_title,,curated_search_term
alias_0515,cr_0090,Molecular Ecology Technician,searchable_title,,curated_search_term
alias_0516,cr_0090,Conservation Genetics Technician,searchable_title,,curated_search_term
alias_0517,cr_0090,Molecular ecology lab tech,alternate_term,,curated_search_term
alias_0518,cr_0090,eDNA analyst,alternate_term,,curated_search_term
alias_0519,cr_0091,Geospatial Ecologist,searchable_title,,curated_search_term
alias_0520,cr_0091,Remote Sensing Ecologist,searchable_title,,curated_search_term
alias_0521,cr_0091,GIS Specialist,searchable_title,,curated_search_term
alias_0522,cr_0091,Spatial Ecologist,searchable_title,,curated_search_term
alias_0523,cr_0091,Geospatial Scientist,searchable_title,,curated_search_term
alias_0524,cr_0091,Landscape ecology,alternate_term,,curated_search_term
alias_0525,cr_0091,spatial ecology,alternate_term,,curated_search_term
alias_0526,cr_0091,remote sensing,alternate_term,,curated_search_term
alias_0527,cr_0092,Research Social Scientist,searchable_title,,curated_search_term
alias_0528,cr_0092,Human Dimensions Specialist,searchable_title,,curated_search_term
alias_0529,cr_0092,Wildlife Human Dimensions Scientist,searchable_title,,curated_search_term
alias_0530,cr_0092,Conservation Social Scientist,searchable_title,,curated_search_term
alias_0531,cr_0092,Human dimensions of wildlife,alternate_term,,curated_search_term
alias_0532,cr_0092,conservation social science,alternate_term,,curated_search_term
alias_0533,cr_0093,Wildlife Care Manager,searchable_title,,curated_search_term
alias_0534,cr_0093,Rehabilitation Manager,searchable_title,,curated_search_term
alias_0535,cr_0093,Wildlife Rehabilitation Program Manager,searchable_title,,curated_search_term
alias_0536,cr_0093,Senior Rehabilitator,searchable_title,,curated_search_term
alias_0537,cr_0093,Wildlife center manager,alternate_term,,curated_search_term
alias_0538,cr_0093,rehabilitation supervisor,alternate_term,,curated_search_term
